,#account_id,first_pay_time,disputes_d30,disputed_d30,disputable_payment,game_types,long_sessions_ps_score_180,long_sessions_ps_score_210,long_sessions_ps_score_240,monetary_consumption_score,user_withdrawed,fluctuating_wagers,payment_methods_score,payment_methods_sequence,payment_impulsiveness_score,nightly_play,days_played_score,increasing_tolerance,losses_of_winning_score,time_comsumption
60928,10613924.0,2024-04-05 20:02:22.322,0,0.0,0.0,10,0,0,0,0.842,1,0.0,1,"[null,""checkout_credit_api""]",0.595383909759073,1,10,0.1,0.0,45388.0
60930,10665158.0,2024-04-10 01:54:05.623,0,0.0,0.0,17,1,1,1,1.61,0,0.0,1,"[""paypal_wallet_slave""]",,1,3,0.0,0.0,96768.0
60932,10758137.0,2024-05-06 02:23:56.013,0,0.0,0.0,11,4,4,4,43.774,0,0.0,1,"[""checkout_apple_pay"",null]",6.72959415319131,1,4,0.0,0.0,191491.0
60933,10711279.0,2024-04-21 22:23:18.529,0,0.0,0.0,1,0,0,0,9.32,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,
60934,10657715.0,2024-04-08 15:35:46.130,0,0.0,0.0,3,3,3,3,18.74,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,0.0,76953.0
60935,10720423.0,2024-04-24 18:29:26.340,0,0.0,0.0,9,3,3,3,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,7,0.0,0.0454545454545454,172455.0
60936,10665860.0,2024-04-10 03:33:53.216,0,0.0,0.0,1,0,0,0,1.784,0,0.0,1,"[""checkout_credit_api""]",,1,1,0.0,,0.0
60945,10692258.0,2024-04-17 01:41:06.025,0,0.0,0.0,22,9,8,8,46.8,0,0.0,1,"[""checkout_credit_api""]",5.438639535766273,1,6,0.0,0.0044052863436123,317823.0
60946,10632187.0,2024-04-14 08:39:53.129,0,0.0,0.0,1,0,0,0,0.66,0,,1,"[""paypal_wallet_slave""]",,1,2,0.0,,
60954,10644434.0,2024-04-05 19:22:11.281,0,0.0,0.0,4,1,1,1,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,75257.0
60965,10757844.0,2024-05-08 12:39:04.126,0,0.0,0.0,15,2,2,1,114.110721,1,0.0,1,"[""checkout_apple_pay"",null]",5.441340793243279,1,10,0.0,0.0,75706.0
60968,10738946.0,2024-04-30 15:14:29.932,0,0.0,0.0,11,7,7,6,9.12,1,0.0,1,"[""checkout_apple_pay""]",1.087727907153255,1,7,0.0,0.0,326477.0
60969,10766174.0,2024-05-09 01:00:57.215,0,0.0,0.0,7,9,8,6,21.195500000000003,1,0.0,1,"[""checkout_credit_api""]",0.8459450632281036,1,8,0.5,0.0,488622.0
60971,10714991.0,2024-04-22 21:28:44.011,0,0.0,0.0,18,3,3,3,51.50999999999999,0,0.0,2,"[""checkout_credit_api"",""checkout_apple_pay"",null]",9.311069449086622,1,4,0.6,0.0333333333333333,268712.0
60976,10733228.0,2024-04-28 04:33:16.689,0,0.0,0.0,1,1,1,1,1.784,0,0.04,1,"[null,""checkout_apple_pay""]",1.2614784976368008,1,1,2.0,0.0,176052.0
60977,10585627.0,2024-04-02 23:37:58.104,0,0.0,0.0,18,7,7,7,4053.56,1,0.0,3,"[null,""checkout_apple_pay"",""paypal_wallet_slave"",""checkout_credit_api""]",33.44712155245468,1,9,0.2,0.2280876494023904,470782.0
60978,10684946.0,2024-04-15 00:09:47.614,0,0.0,0.0,12,1,1,1,37.48,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,2,0.0,0.0,44567.0
60983,10704586.0,2024-04-20 16:33:09.406,0,0.0,0.0,16,7,7,6,21.266,0,,1,"[""checkout_apple_pay""]",2.81288624014552,1,8,,0.0,324358.0
60986,10683039.0,2024-04-14 15:33:53.882,0,0.0,0.0,11,5,5,5,47.0,1,0.0,1,"[null,""checkout_credit_api""]",14.86270500279138,1,5,0.3,0.1176470588235294,334867.0
60987,10731735.0,2024-04-30 17:21:55.442,0,0.0,0.0,19,2,2,2,65.74,0,0.0,1,"[""checkout_credit_api"",null]",20.590277317219407,1,8,0.1,0.3333333333333333,137110.0
60988,10707255.0,2024-04-20 22:27:24.967,0,0.0,0.0,19,3,3,3,234.9,0,0.0,1,"[""checkout_apple_pay""]",12.520688479472684,1,4,0.2,0.2444444444444444,172385.0
60992,10507416.0,2024-04-18 15:49:53.064,0,0.0,0.0,4,0,0,0,12.888000000000002,0,0.05,1,"[""checkout_apple_pay""]",4.451718319929958,1,5,0.0,,39505.0
60993,10685098.0,2024-04-18 04:31:45.665,0,0.0,0.0,27,5,5,4,68.89858,1,0.0,1,"[""checkout_apple_pay""]",6.897354320776605,1,9,0.0,0.0,256034.0
61005,10433873.0,2024-04-23 20:21:25.198,0,0.0,0.0,12,1,1,0,17.497999999999998,0,0.0,1,"[""checkout_apple_pay""]",3.638201891044531,1,7,0.0,0.1794871794871795,17549.0
61010,10706517.0,2024-04-20 18:59:58.534,0,0.0,0.0,8,3,3,3,8.178,0,0.0,1,"[""checkout_apple_pay"",null]",1.565038338188557,1,5,0.2,0.0,144643.0
61011,10769665.0,2024-05-10 04:52:57.111,0,0.0,0.0,8,1,1,1,36.4681,0,0.0,1,"[""checkout_apple_pay""]",2.8751230533665857,1,3,0.0,0.032258064516129,65697.0
61014,10675305.0,2024-04-12 15:26:33.851,0,0.0,0.0,17,4,4,4,87.406,0,0.0,1,"[""checkout_apple_pay""]",48.624904915074126,1,6,0.8,0.0,246383.0
61017,10645693.0,2024-04-06 00:03:19.689,0,0.0,0.0,8,0,0,0,17.598,0,0.0,1,"[""checkout_apple_pay""]",3.028106338951788,1,2,0.0,0.0,12699.0
61022,10714610.0,2024-04-22 19:24:12.096,0,0.0,0.0,43,3,3,3,336.878,1,0.0,1,"[null,""checkout_apple_pay""]",17.634232575187088,1,6,0.4,0.0618181818181818,244757.0
61026,10692387.0,2024-04-16 20:53:14.432,0,0.0,0.0,17,4,4,4,1491.02,1,0.0,1,"[null,""paypal_wallet_slave""]",10.290978648949578,1,4,5.9,0.1527777777777778,520196.0
61028,10545058.0,2024-04-13 21:26:28.282,0,0.0,0.0,5,17,14,12,2810.900000000001,0,0.0,1,"[null,""paypal_wallet_slave""]",39.08615783251147,1,9,1.3,0.2479508196721311,562468.0
61034,10715397.0,2024-04-22 23:15:07.973,0,0.0,0.0,3,1,1,1,13.93,0,0.0,1,"[""checkout_apple_pay""]",3.3304729393886383,1,1,0.0,1.0,237048.0
61039,10661348.0,2024-04-22 06:20:33.359,0,0.0,0.0,20,3,3,3,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,4,0.0,,345437.0
61040,10746873.0,2024-05-02 15:49:40.851,0,0.0,0.0,2,2,2,2,18.44,0,0.0,1,"[""checkout_apple_pay""]",3.263183721459765,1,3,0.6,,116039.0
61044,10659483.0,2024-04-08 23:56:44.502,0,0.0,0.0,1,0,0,0,5.452,0,0.02,1,"[""checkout_credit_api""]",1.3321891757554556,1,2,0.0,,0.0
61046,10706896.0,2024-04-20 20:44:25.713,0,0.0,0.0,21,3,3,3,23.892,0,0.0,1,"[""checkout_apple_pay"",null]",2.0998611571056025,1,5,0.7,0.0,202128.0
61049,10648383.0,2024-04-06 14:37:56.074,0,0.0,0.0,4,0,0,0,4.61,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,765.0
61051,10694300.0,2024-04-17 05:14:22.125,0,0.0,0.0,10,3,3,3,41.79,0,0.0,1,"[""checkout_apple_pay"",null]",4.3241709279682405,1,4,0.2,0.0,193455.0
61055,10721495.0,2024-04-30 18:06:04.355,0,0.0,0.0,7,0,0,0,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,1.0,831.0
61056,10731834.0,2024-04-27 21:01:42.306,0,0.0,0.0,23,2,2,2,291.32,1,0.0,1,"[""checkout_apple_pay""]",27.115391517417876,1,4,0.0,0.1052631578947368,179821.0
61057,10678306.0,2024-04-13 07:38:53.242,0,0.0,0.0,3,1,1,1,22.208,0,0.0,1,"[""checkout_apple_pay""]",2.5509480590556914,1,4,0.0,0.0,589016.0
61059,10698602.0,2024-04-19 01:54:22.688,0,0.0,0.0,4,1,1,1,18.64,0,0.08,1,"[""checkout_apple_pay""]",0.0,1,3,0.0,,179021.0
61061,10583894.0,2024-04-25 20:41:52.372,0,0.0,0.0,30,4,2,2,9.12,0,0.0,1,"[""checkout_apple_pay"",null]",1.677340752500815,1,22,1.4,0.0,210726.0
61063,10724935.0,2024-04-25 19:55:08.499,0,0.0,0.0,12,9,9,8,163.308,0,0.0,1,"[null,""checkout_apple_pay""]",19.24687288886171,1,7,0.0,0.2340425531914893,508511.0
61067,10637256.0,2024-04-04 02:17:33.158,0,0.0,0.0,5,1,1,1,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,,29947.0
61068,10633280.0,2024-04-03 14:31:30.078,0,0.0,0.0,32,5,5,5,28.06,0,0.0,1,"[""checkout_apple_pay""]",6.660945878777277,1,6,0.0,0.0009624639076034,172998.0
61070,10660678.0,2024-04-13 18:02:21.027,0,0.0,0.0,4,0,0,0,0.66,0,0.0,1,"[""paypal_wallet_slave""]",,1,2,0.0,,189.0
61071,10660928.0,2024-04-12 20:26:14.888,0,0.0,0.0,7,2,2,2,4.18,0,0.0,1,"[""paypal_wallet_slave""]",2.022325394193526,1,5,0.0,,83702.0
61074,10696128.0,2024-04-24 22:31:48.767,0,0.0,0.0,4,0,0,0,0.842,0,,1,"[""checkout_apple_pay""]",,1,3,0.0,0.0,583.0
61078,10601896.0,2024-04-03 09:00:08.145,0,0.0,0.0,37,4,3,2,9.32,1,0.0,1,"[""checkout_credit_api""]",,1,11,0.0,0.0067796610169491,115212.0
61093,10225321.0,2024-04-28 00:51:07.031,0,0.0,0.0,2,0,0,0,0.842,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,651.0
61095,10763006.0,2024-05-08 20:49:19.224,0,0.0,0.0,3,0,0,0,4.51,0,0.0,1,"[""checkout_apple_pay""]",0.6660945878777277,1,3,0.0,,52341.0
61103,10735894.0,2024-04-29 01:14:47.579,0,0.0,0.0,1,1,1,1,12.888,0,0.01,1,"[""checkout_apple_pay""]",2.370648012675015,1,1,0.0,,72847.0
61107,10748969.0,2024-05-03 08:07:08.998,0,0.0,0.0,50,3,3,3,188.70200000000003,0,0.0,1,"[""checkout_credit_api"",null]",6.794239873166322,1,7,0.7,0.0025575447570332,293645.0
61115,10697178.0,2024-04-24 00:25:20.056,0,0.0,0.0,44,0,0,0,8.278,0,0.02,1,"[""checkout_apple_pay""]",0.6660945878777279,1,4,0.0,,347.0
61119,10681728.0,2024-04-14 03:43:37.937,0,0.0,0.0,10,8,6,6,131.28,0,0.0,1,"[""checkout_apple_pay"",null]",13.500397454466718,1,8,0.0,0.0005036937541974,539269.0
61122,10689630.0,2024-04-16 02:07:57.664,0,0.0,0.0,12,0,0,0,28.16,0,0.0,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,14875.0
61129,10615527.0,2024-04-02 02:44:41.161,0,0.0,0.0,35,1,1,1,2.726,1,0.0,1,"[null,""checkout_credit_api""]",1.57385683381092,1,9,1.1,0.0,131304.0
61130,10660946.0,2024-04-12 04:50:11.950,0,0.0,0.0,19,5,3,2,19.282,0,0.0,1,"[""checkout_apple_pay""]",0.7881337449950994,1,7,0.0,0.0,97985.0
61131,10629428.0,2024-04-02 07:02:46.684,0,0.0,0.0,12,1,1,1,35.296,0,0.0,1,"[null,""checkout_apple_pay""]",2.697430570476224,1,2,7.2,0.0,346635.0
61133,10762476.0,2024-05-08 00:21:28.498,0,0.0,0.0,2,0,0,0,1.784,0,,1,"[""checkout_apple_pay""]",,1,1,0.0,,3.0
61139,10633756.0,2024-04-14 02:10:56.129,0,0.0,0.0,14,4,4,4,4.61,0,0.0,1,"[""checkout_credit_api""]",,1,17,0.4,0.0,352317.0
61145,10700334.0,2024-04-19 01:11:26.607,0,0.0,0.0,1,2,2,2,9.12,0,0.0,1,"[""checkout_apple_pay""]",1.438928768216134,1,2,0.0,,83831.0
61149,10764936.0,2024-05-09 13:57:07.237,0,0.0,0.0,48,5,5,5,47.5134,1,0.0,2,"[""checkout_apple_pay"",""checkout_credit_api""]",2.7742749414422296,1,9,0.0,0.0,256996.0
61165,10734711.0,2024-04-28 19:19:44.544,0,0.0,0.0,3,0,0,0,1.784,0,,1,"[""checkout_apple_pay""]",,1,1,,,4116.0
61167,10468012.0,2024-04-11 00:40:08.645,0,0.0,0.0,19,2,2,2,128.254,1,0.0,1,"[null,""checkout_credit_api""]",13.602248731886306,1,37,2.9,0.0090361445783132,78989.0
61173,10669408.0,2024-04-14 06:19:03.024,0,0.0,0.0,1,4,4,4,4.336,0,0.0,2,"[null,""paypal_wallet_slave"",""checkout_credit_api""]",1.370439832073387,1,8,0.1,0.0,372946.0
61177,10643292.0,2024-04-05 09:44:01.888,0,0.0,0.0,1,0,0,0,9.22,0,,1,"[""checkout_apple_pay""]",0.0,1,1,,,2.0
61180,10725396.0,2024-04-26 21:24:50.259,0,0.0,0.0,14,0,0,0,1.784,0,0.01,1,"[""checkout_credit_api""]",,1,4,0.0,0.0,4419.0
61182,10750391.0,2024-05-08 06:53:05.323,0,0.0,0.0,12,4,4,4,183.1864,1,0.0,1,"[""checkout_apple_pay""]",30.81964576815682,1,12,0.0,0.018348623853211,298397.0
61183,10722005.0,2024-04-25 12:40:47.275,0,0.0,0.0,6,5,5,5,13.93,0,0.0,1,"[""checkout_credit_api""]",3.330472939388639,1,8,0.1,0.0,253109.0
61187,10748623.0,2024-05-03 02:40:01.158,0,0.0,0.0,19,0,0,0,7.336,0,0.0,1,"[""checkout_apple_pay""]",1.3321891757554558,1,3,0.0,,7112.0
61191,10699930.0,2024-04-18 23:30:24.793,0,0.0,0.0,14,1,1,0,13.93,0,0.0,1,"[""checkout_apple_pay"",null]",4.660089412589991,1,2,0.4,0.5,24556.0
61193,10709409.0,2024-04-21 15:02:44.627,0,0.0,0.0,1,1,1,1,18.74,0,0.02,1,"[""checkout_apple_pay""]",,1,4,0.0,0.0,178341.0
61202,10616023.0,2024-04-10 08:33:14.110,0,0.0,0.0,12,0,0,0,3.568,0,0.0,1,"[null,""checkout_apple_pay""]",0.6997321392266234,1,4,2.1,1.0,303662.0
61210,10711317.0,2024-04-22 20:53:00.403,0,0.0,0.0,31,4,4,4,23.35,0,0.0,2,"[""checkout_apple_pay"",null,""checkout_credit_api""]",8.871942196234897,1,5,0.1,0.4285714285714285,293123.0
61211,10605344.0,2024-04-10 23:26:55.579,0,0.0,0.0,4,0,0,0,2.726,0,0.02,1,"[""checkout_apple_pay""]",,1,4,0.0,0.0,319.0
61218,10486522.0,2024-04-19 21:26:15.121,0,0.0,0.0,5,0,0,0,1.784,0,0.02,1,"[""checkout_apple_pay"",null]",0.892,1,8,0.0,,0.0
61219,10698032.0,2024-04-18 07:55:42.411,0,0.0,0.0,3,2,2,2,7.336,0,0.0,1,"[""checkout_apple_pay""]",1.3321891757554558,1,3,0.1,,506316.0
61221,10681026.0,2024-05-10 00:31:00.953,0,0.0,0.0,6,2,2,2,3.5857,0,0.0,1,"[""checkout_apple_pay"",null]",1.4055435828651253,1,6,0.2,0.0253164556962025,256364.0
61226,10676023.0,2024-04-14 04:00:25.598,0,0.0,0.0,9,0,0,0,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,4,0.0,,1262.0
61231,10677549.0,2024-04-13 03:00:52.335,0,0.0,0.0,2,2,2,2,455.86058,0,0.0,1,"[""checkout_apple_pay""]",28.783491438559707,1,3,0.0,0.0,306230.0
61236,10763488.0,2024-05-08 00:39:38.628,0,0.0,0.0,2,1,1,1,7.3537,0,0.02,1,"[""checkout_apple_pay""]",1.319673385728454,1,1,0.0,,181596.0
61242,10602560.0,2024-04-09 21:17:01.892,0,0.0,0.0,8,0,0,0,37.48,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,5,0.0,0.0070671378091872,16427.0
61243,10598972.0,2024-04-07 15:17:36.057,0,0.0,0.0,2,0,0,0,1.784,0,0.18,1,"[""checkout_apple_pay""]",,1,2,0.0,,0.0
61244,10722885.0,2024-04-25 04:24:55.672,0,0.0,0.0,7,3,3,3,7.336,0,0.0,1,"[""checkout_apple_pay""]",1.3321891757554558,1,4,0.0,,513771.0
61245,10724557.0,2024-04-25 17:32:50.890,0,0.0,0.0,5,0,0,0,4.61,0,0.0,1,"[""checkout_credit_api""]",,1,1,0.1,,549.0
61246,10650915.0,2024-04-07 01:09:23.512,0,0.0,0.0,1,1,1,1,1.784,0,,1,"[""checkout_apple_pay""]",,1,1,0.0,,0.0
61247,10645364.0,2024-04-05 22:49:14.577,0,0.0,0.0,8,2,2,2,18.74,0,0.0,1,"[""checkout_apple_pay""]",,1,5,0.0,0.08,139176.0
61251,10761124.0,2024-05-11 04:25:55.774,0,0.0,0.0,3,0,0,0,0.8479,0,0.0,1,"[""checkout_apple_pay""]",,1,5,0.0,0.0,12635.0
61256,10745136.0,2024-05-02 00:01:40.237,0,0.0,0.0,6,4,3,2,37.48,1,0.0,1,"[""checkout_credit_api"",null]",10.819544044613586,1,3,0.1,0.0,167423.0
61257,10728073.0,2024-04-30 21:58:03.627,0,0.0,0.0,2,0,0,0,2.726,0,,1,"[""checkout_apple_pay""]",,1,2,0.0,,139.0
61259,10762055.0,2024-05-07 13:07:57.248,0,0.0,0.0,18,3,2,2,18.74,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,0.0952380952380952,127956.0
61261,10738280.0,2024-05-04 00:07:44.903,0,0.0,0.0,8,4,4,3,94.90408,0,0.0,1,"[""checkout_apple_pay"",null]",4.89338716114162,1,10,0.0,0.0,240893.0
61262,10750175.0,2024-05-03 19:07:37.170,0,0.0,0.0,7,8,7,7,69.85,0,0.0,1,"[null,""checkout_apple_pay""]",5.80939613475871,1,8,0.5,0.0381679389312977,506848.0
61272,10648617.0,2024-04-06 15:47:59.461,0,0.0,0.0,8,2,2,2,18.74,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,0.0,193219.0
61276,10635824.0,2024-04-04 01:14:31.567,3,59.046,59.046,2,1,1,1,59.046,0,0.01,1,"[""checkout_apple_pay""]",23.886712875571643,1,2,0.0,1.0,42686.0
61279,10630851.0,2024-04-02 18:11:03.563,0,0.0,0.0,14,2,2,2,11.004,0,0.0,1,"[""checkout_credit_api"",null]",1.834,1,6,0.5,0.0476190476190476,89951.0
61286,10219878.0,2024-04-02 13:59:18.993,0,0.0,0.0,12,0,0,0,0.842,0,0.01,1,"[""checkout_apple_pay""]",,1,3,0.0,,1379.0
61287,10190113.0,2024-04-07 02:06:45.998,0,0.0,0.0,11,4,4,4,9.32,1,0.0,1,"[""checkout_apple_pay""]",,1,7,0.0,0.0,301446.0
61290,10732332.0,2024-04-27 23:55:37.230,0,0.0,0.0,10,3,3,3,18.74,0,0.01,1,"[""checkout_apple_pay""]",,1,5,0.0,0.0,340676.0
61294,10734095.0,2024-04-29 05:56:19.109,0,0.0,0.0,1,0,0,0,9.32,1,0.02,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,16057.0
61296,10689911.0,2024-04-16 02:55:38.197,0,0.0,0.0,7,1,1,1,1.784,0,0.01,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,113226.0
61302,10118883.0,2024-04-13 06:28:58.437,0,0.0,0.0,24,3,3,2,33.412,0,0.0,1,"[""checkout_apple_pay""]",5.667678254805931,1,8,0.0,0.0,137836.0
61303,10594992.0,2024-04-09 17:16:52.452,0,0.0,0.0,9,1,1,1,14.03,0,0.0,1,"[""checkout_credit_api""]",,1,12,0.2,1.0,42418.0
61305,10655152.0,2024-04-08 00:12:12.367,0,0.0,0.0,7,0,0,0,18.64,0,0.01,1,"[""checkout_credit_api""]",0.0,1,2,0.0,0.75,654.0
61307,10634084.0,2024-04-03 20:55:40.089,0,0.0,0.0,13,5,5,5,112.74,0,0.0,1,"[""checkout_apple_pay""]",16.315918607298826,1,5,0.0,0.0070921985815602,267800.0
61314,10640865.0,2024-04-04 23:18:19.033,0,0.0,0.0,18,0,0,0,11.004,0,0.01,1,"[""checkout_credit_api""]",2.492297735022844,1,3,0.0,0.0,2055.0
61315,10694886.0,2024-04-18 14:13:31.542,0,0.0,0.0,6,3,3,3,9.32,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,0.0,104426.0
61316,10659671.0,2024-04-10 05:50:22.213,0,0.0,0.0,25,1,1,1,125.228,0,0.0,1,"[""checkout_apple_pay""]",13.397169790668476,1,4,0.0,0.5,32021.0
61319,10730335.0,2024-05-05 04:13:31.103,0,0.0,0.0,14,9,8,8,144.628,0,0.0,2,"[""checkout_apple_pay"",null,""checkout_credit_api""]",6.856908639186747,1,8,1.0,0.0079051383399209,364325.0
61324,10702439.0,2024-04-19 17:59:28.122,0,0.0,0.0,5,1,1,1,37.48,0,0.0,1,"[""checkout_apple_pay""]",0.0,1,2,0.0,,82629.0
61327,10397318.0,2024-04-22 00:11:04.754,0,0.0,0.0,7,1,1,1,21.266,1,0.0,1,"[""checkout_credit_api""]",2.81288624014552,1,13,0.2,0.0,28155.0
61339,10764109.0,2024-05-08 04:36:37.072,0,0.0,0.0,2,0,0,0,21.466,1,0.04,1,"[""checkout_apple_pay""]",11.323607993921373,1,1,0.0,0.0,498.0
61341,10730173.0,2024-04-27 06:15:36.526,0,0.0,0.0,9,1,1,1,82.838,0,0.0,1,"[""checkout_apple_pay"",null]",4.343473149450795,1,4,0.0,0.0388349514563106,78466.0
61346,10772641.0,2024-05-11 07:05:55.827,0,0.0,0.0,9,0,0,0,18.858,0,0.04,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,1249.0
61347,10353806.0,2024-05-04 03:26:27.271,0,0.0,0.0,2,1,1,1,12.87858,0,0.01,1,"[""checkout_apple_pay"",null]",3.665623261247669,1,2,24.7,,18916.0
61355,10726692.0,2024-04-26 04:12:55.295,0,0.0,0.0,7,8,6,5,57.19458,1,0.0,1,"[""checkout_apple_pay"",null]",2.674590808617808,1,7,0.3,0.0,375856.0
61359,10635635.0,2024-04-10 16:22:22.727,0,0.0,0.0,6,0,0,0,0.842,0,0.0,1,"[""checkout_apple_pay""]",,1,3,0.0,0.0,779.0
61361,10726404.0,2024-04-26 05:35:19.138,0,0.0,0.0,48,8,8,8,439.398,1,0.0,1,"[""checkout_apple_pay"",null]",12.27137413251446,1,7,0.1,0.173469387755102,491050.0
61376,10666964.0,2024-04-15 22:42:32.620,0,0.0,0.0,7,2,2,2,0.842,0,0.0,1,"[""checkout_apple_pay""]",,1,9,0.2,0.0,148128.0
61380,10678890.0,2024-04-14 01:33:44.459,0,0.0,0.0,11,10,10,8,134.406,0,0.0,1,"[""checkout_apple_pay""]",34.43565146762872,1,8,0.0,0.0,462811.0
61389,10700477.0,2024-04-19 01:48:41.284,0,0.0,0.0,21,2,2,2,17.498,0,0.0,1,"[""checkout_apple_pay"",null]",3.5247111654715764,1,4,0.3,0.0,182012.0
61399,10637803.0,2024-04-04 04:09:40.840,0,0.0,0.0,23,2,2,2,40.206,1,0.01,1,"[""checkout_apple_pay"",null]",8.516714419305133,1,2,0.0,0.0,78129.0
61403,10661339.0,2024-04-09 20:58:27.833,0,0.0,0.0,10,3,3,3,88.768,1,0.0,2,"[""checkout_apple_pay"",""paypal_wallet_slave""]",2.9684547655704803,1,8,0.0,0.0155038759689922,193999.0
61406,10743480.0,2024-05-07 09:53:55.270,0,0.0,0.0,19,2,2,2,37.28,0,0.0,1,"[""checkout_apple_pay""]",7.256050165206962,1,9,3.0,0.125,193707.0
61408,10624904.0,2024-04-01 13:23:44.842,0,0.0,0.0,6,1,1,1,4.61,1,0.01,1,"[null,""checkout_apple_pay""]",2.061654675254806,1,3,0.5,1.0,329593.0
61414,10707040.0,2024-04-20 21:24:28.773,0,0.0,0.0,4,1,1,1,1.784,0,0.01,1,"[""checkout_apple_pay""]",,1,2,0.0,0.0,256354.0
61418,10721747.0,2024-04-24 20:26:52.974,0,0.0,0.0,28,1,1,1,126.30258,0,0.0,1,"[null,""checkout_apple_pay""]",5.4589202674803365,1,6,0.1,0.1428571428571428,123130.0
61419,10734077.0,2024-04-28 14:58:14.490,0,0.0,0.0,3,0,0,0,18.74,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,330.0
61427,10689312.0,2024-04-16 00:58:18.753,0,0.0,0.0,6,0,0,0,1.784,0,0.01,1,"[""checkout_apple_pay""]",,1,1,0.0,,583.0
61434,10636567.0,2024-04-03 23:54:02.569,0,0.0,0.0,9,2,2,2,17.58858,0,0.01,1,"[""checkout_apple_pay""]",3.0227340105937204,1,4,0.0,,237120.0
61438,10770274.0,2024-05-10 13:27:41.595,0,0.0,0.0,8,0,0,0,14.0185,0,0.0,1,"[""checkout_apple_pay""]",3.3513325894336417,1,1,0.0,0.0,7333.0
61439,10756708.0,2024-05-06 17:21:43.339,0,0.0,0.0,34,9,8,8,18.74,0,0.0,1,"[""checkout_apple_pay""]",,1,7,0.5,0.0,455233.0
61440,10627094.0,2024-04-01 21:05:02.254,0,0.0,0.0,2,0,0,0,6.494,0,0.02,1,"[""checkout_apple_pay""]",,1,1,0.0,,6077.0
61456,10625273.0,2024-04-01 10:26:55.127,0,0.0,0.0,6,4,4,4,16.656,0,0.0,1,"[""checkout_apple_pay"",null]",2.898699520317846,1,5,0.3,0.3333333333333333,260529.0
61461,10068870.0,2024-04-16 22:41:14.873,0,0.0,0.0,3,1,1,1,66.92399999999999,0,0.0,1,"[""checkout_apple_pay"",null]",5.694741258389182,1,5,0.0,1.0,44748.0
61464,10723616.0,2024-04-25 05:25:59.136,0,0.0,0.0,3,0,0,0,14.03,0,0.02,1,"[""checkout_apple_pay""]",,1,1,0.0,0.0,431.0
61468,10084645.0,2024-04-09 22:47:00.136,0,0.0,0.0,4,0,0,0,11.104,0,0.01,1,"[""checkout_apple_pay""]",5.328756703021822,1,3,0.0,,266.0
61469,10656097.0,2024-04-08 17:40:27.326,0,0.0,0.0,24,3,3,1,57.16,0,0.0,3,"[""paypal_wallet_slave"",""checkout_apple_pay"",""checkout_credit_api""]",3.394306278330097,1,5,0.0,0.1363636363636363,60088.0
61472,10656798.0,2024-04-08 15:10:18.561,0,0.0,0.0,1,0,0,0,1.784,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,,0.0
61476,10772043.0,2024-05-11 02:25:10.988,0,0.0,0.0,15,4,4,4,18.758,0,0.0,1,"[""checkout_credit_api""]",6.702665178867283,1,4,0.0,0.047945205479452,333472.0
61484,10650755.0,2024-04-14 01:24:32.976,0,0.0,0.0,6,4,4,4,11.004,1,0.0,1,"[null,""checkout_apple_pay""]",1.4432456885946547,1,7,0.4,0.2,289193.0
61485,10276870.0,2024-04-03 02:38:22.828,0,0.0,0.0,13,3,3,3,1.784,0,0.0,1,"[""checkout_credit_api"",null]",1.0299928802342924,1,16,0.0,,112667.0
61490,10657311.0,2024-04-08 12:21:33.626,0,0.0,0.0,2,4,4,4,17.398,0,0.0,1,"[""checkout_apple_pay"",null]",1.896854520364852,1,6,0.0,0.0,260806.0
61493,10690570.0,2024-04-22 11:53:39.142,0,0.0,0.0,7,2,2,2,12.046,0,0.0,1,"[""checkout_apple_pay""]",4.662662115144094,1,4,0.0,,301994.0
61495,10721162.0,2024-04-24 16:35:41.420,0,0.0,0.0,8,0,0,0,2.726,0,0.0,1,"[""checkout_apple_pay""]",,1,1,0.0,0.0,1101.0
61497,10632075.0,2024-04-02 22:57:29.085,0,0.0,0.0,18,2,2,2,242.636,1,0.0,1,"[""checkout_credit_api""]",16.06931622689652,1,5,0.0,0.0097560975609756,74808.0
