Segment,Matuirity,Condition 1,Condition 2,Condition 3,Condition 4,Condition 5,Disputer rate,Payers,Disputers,Payers_covered,Payers_covered_to_point,Disputes_covered,Disputes_covered_to_point
maturity_day > 14 & paying_matuirity < 14 & payments > 1,25.0,spent_last_14d ≤ 169.495,max_games_daily_games > 202.5,,,,0.0,1481.0,0.0,0.0004283815968885786,0.6375,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,25.0,spent_last_14d ≤ 169.495,max_games_daily_games ≤ 202.5,money_games_last_14d ≤ 98.5,,,0.0,201.0,0.0,5.8139568517626124e-05,0.6375,0.0,1.001
maturity_day < 14 & payments = 1,3.0,spent_to_date ≤ 95.0,games_to_date > 3.5,max_payment > 6.5,bet_money_to_date > 116.95,win_amount_to_date ≤ 293.765,0.0,1533.0,0.0,0.0004434226792911485,0.638,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,24.0,spent_to_date ≤ 155.5,max_games_daily_games > 202.5,minutes_to_payment > 15339.5,,,0.0,1460.0,0.0,0.00042230731361061764,0.6384,0.0,1.001
maturity_day < 14 & payments = 1,2.0,max_payment ≤ 86.5,minutes_to_payment ≤ 6.5,daily_games_first_14d > 276.335,bet_money_to_date > 216.35,,0.0,487.0,0.0,0.0001408655217317608,0.6385,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,24.0,spent_to_date ≤ 155.5,max_games_daily_games ≤ 202.5,daily_games_first_14d ≤ 71.235,,,0.0,228.0,0.0,6.59493613035759e-05,0.6386,0.0,1.001
maturity_day < 14 & payments = 1,2.0,max_payment ≤ 86.5,minutes_to_payment > 6.5,games_last_14d > 1443.5,,,0.0,958.0,0.0,0.00027710301810888473,0.6389,0.0,1.001
maturity_day < 14 & payments = 1,3.0,spent_to_date ≤ 95.0,games_to_date ≤ 3.5,minutes_to_pay_since_first_game ≤ 3.5,daily_games_first_14d > 0.5,,0.0,191.0,0.0,5.524705267097806e-05,0.6389,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,23.0,spent_to_date > 95.5,minutes_to_pay_since_first_game ≤ 16367.0,,,,0.0,114.0,0.0,3.297468065178795e-05,0.639,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,23.0,spent_to_date ≤ 95.5,local_time_6_to_12 > 0.5,local_time_before_6 ≤ 2425.5,,,0.0,1659.0,0.0,0.0004798683789589141,0.6395,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,30.0,payments_last_7d ≤ 7.5,,,,,0.0,1182.0,0.0,0.0003418953730738014,0.6398,0.0,1.001
maturity_day < 14 & payments = 1,14.0,spent_last_14d ≤ 95.0,max_payment ≤ 6.5,daily_games_first_14d > 3.25,games_last_7d > 257.5,,0.0,2110.0,0.0,0.0006103208436427418,0.6404,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,31.0,payments_last_7d ≤ 10.5,,,,,0.0,1142.0,0.0,0.0003303253096872091,0.6407,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,32.0,payments_to_date ≤ 13.5,,,,,0.0,1047.0,0.0,0.0003028464091440525,0.641,0.0,1.001
maturity_day < 14 & payments = 1,12.0,max_payment ≤ 95.0,spent_last_14d > 9.995,money_games_last_14d ≤ 74.5,local_time_before_6 > 135.5,local_time_6_to_12 > 4.5,0.0,133.0,0.0,3.8470460760419276e-05,0.6411,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,45.0,bet_money_to_date ≤ 308.0,,,,,0.0,362.0,0.0,0.00010470907364865998,0.6412,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,44.0,max_bet > 1.35,spent_to_date > 36.0,,,,0.0,127.0,0.0,3.6734951252430434e-05,0.6412,0.0,1.001
maturity_day < 14 & payments = 1,12.0,max_payment ≤ 95.0,spent_last_14d > 9.995,money_games_last_14d > 74.5,daily_games_first_14d ≤ 175.835,,0.0,1506.0,0.0,0.0004356128865051987,0.6417,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,44.0,max_bet ≤ 1.35,money_games_to_date ≤ 1066.5,,,,0.0,268.0,0.0,7.751942469016817e-05,0.6417,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,43.0,max_bet > 1.35,spent_to_date > 32.5,,,,0.0,140.0,0.0,4.0495221853072925e-05,0.6418,0.0,1.001
maturity_day < 14 & payments = 1,13.0,spent_last_14d ≤ 95.0,max_payment ≤ 9.995,daily_games_first_7d ≤ 325.125,daily_games_first_1d > 322.415,games_last_7d > 285.0,0.0,119.0,0.0,3.4420938575111985e-05,0.6418,0.0,1.001
maturity_day < 14 & payments = 1,13.0,spent_last_14d ≤ 95.0,max_payment ≤ 9.995,daily_games_first_7d > 325.125,,,0.0,2123.0,0.0,0.0006140811142433843,0.6424,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,43.0,max_bet ≤ 1.35,games_last_7d ≤ 1249.5,,,,0.0,282.0,0.0,8.156894687547546e-05,0.6425,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,29.0,payments_last_7d > 5.5,max_payment ≤ 13.5,,,,0.0,104.0,0.0,3.0082164805139887e-05,0.6425,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,29.0,payments_last_7d ≤ 5.5,,,,,0.0,1173.0,0.0,0.0003392921088118181,0.6429,0.0,1.001
maturity_day < 14 & payments = 1,13.0,spent_last_14d ≤ 95.0,max_payment > 9.995,money_games_last_14d ≤ 74.5,local_time_before_6 > 135.5,games_last_14d > 349.5,0.0,134.0,0.0,3.875971234508408e-05,0.6429,0.0,1.001
maturity_day < 14 & payments = 1,13.0,spent_last_14d ≤ 95.0,max_payment > 9.995,money_games_last_14d > 74.5,daily_games_first_14d ≤ 164.395,,0.0,1383.0,0.0,0.0004000349415914275,0.6433,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,28.0,spent_last_7d ≤ 126.995,minutes_to_play ≤ 1180.5,,,,0.0,1321.0,0.0,0.0003821013433422095,0.6437,0.0,1.001
maturity_day < 14 & payments = 1,14.0,spent_last_14d ≤ 95.0,max_payment ≤ 6.5,daily_games_first_14d ≤ 3.25,minutes_to_pay_since_first_game ≤ 2.5,,0.0,164.0,0.0,4.743725988502828e-05,0.6437,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,23.0,spent_to_date ≤ 95.5,local_time_6_to_12 ≤ 0.5,win_amount_last_14d > 17.43,,,0.0,96.0,0.0,2.7768152127821434e-05,0.6438,0.0,1.001
maturity_day < 14 & payments = 1,4.0,spent_last_7d ≤ 95.0,max_daily_spent ≤ 6.5,"payer__1,1,1,1,1,0,0] ≤ 0.5",local_time_after_18 ≤ 171.5,money_games_last_7d > 492.5,0.0,657.0,0.0,0.00019003829112477792,0.644,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,46.0,max_games_daily_games ≤ 868.5,,,,,0.0,329.0,0.0,9.516377135472137e-05,0.6441,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments = 1,15.0,spent_last_14d ≤ 9.995,games_last_7d > 127.5,,,,0.0,2107.0,0.0,0.0006094530888887475,0.6447,0.0,1.001
maturity_day < 14 & payments = 1,6.0,spent_to_date ≤ 95.0,minutes_to_pay_since_first_game ≤ 283.5,daily_games_first_14d > 1.25,games_last_14d ≤ 45.5,,0.0,1954.0,0.0,0.000565197596435032,0.6452,0.0,1.001
maturity_day < 14 & payments = 1,6.0,spent_to_date ≤ 95.0,minutes_to_pay_since_first_game > 283.5,daily_games_first_14d > 5.125,daily_games_first_1d > 540.25,,0.0,638.0,0.0,0.0001845425110161466,0.6454,0.0,1.001
maturity_day < 14 & payments = 1,7.0,spent_to_date ≤ 95.0,minutes_to_pay_since_first_game ≤ 1251.5,daily_games_first_14d > 1.25,max_bet > 1.48,local_time_12_to_18 > 82.5,0.0,675.0,0.0,0.00019524481964874446,0.6456,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,19.0,win_amount_last_7d ≤ 514.22,max_daily_spent ≤ 105.5,games_last_7d ≤ 144.5,,,0.0,977.0,0.0,0.000282598798217516,0.6459,0.0,1.001
maturity_day < 14 & payments = 1,7.0,spent_to_date ≤ 95.0,minutes_to_pay_since_first_game > 1251.5,daily_games_first_7d > 3.71,win_amount_last_7d ≤ 34.185,local_time_6_to_12 > 156.5,0.0,1343.0,0.0,0.00038846487820483523,0.6463,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,18.0,win_amount_last_7d > 579.36,payments_last_7d ≤ 21.5,win_amount_last_7d > 916.375,,,0.0,197.0,0.0,5.6982562178966896e-05,0.6463,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments = 1,15.0,spent_last_14d ≤ 9.995,games_last_7d ≤ 127.5,games_last_7d ≤ 112.5,minutes_to_pay_since_first_game > 15724.5,local_time_6_to_12 > 0.5,0.0,181.0,0.0,5.235453682432999e-05,0.6464,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,18.0,win_amount_last_7d ≤ 579.36,games_to_date > 1437.0,money_games_last_14d > 833.5,max_daily_spent ≤ 89.985,daily_games_first_14d ≤ 900.69,0.0,949.0,0.0,0.00027449975384690145,0.6467,0.0,1.001
maturity_day < 14 & payments = 1,4.0,spent_last_7d ≤ 95.0,max_daily_spent ≤ 6.5,"payer__1,1,1,1,1,0,0] ≤ 0.5",local_time_after_18 > 171.5,max_games_daily_games ≤ 2276.5,0.0,1132.0,0.0,0.00032743279384056105,0.647,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments = 1,15.0,spent_last_14d > 9.995,minutes_to_play ≤ 0.5,local_time_12_to_18 ≤ 83.5,bet_money_to_date > 2.55,,0.0,475.0,0.0,0.00013739450271578314,0.6471,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,18.0,win_amount_last_7d ≤ 579.36,games_to_date > 1437.0,money_games_last_14d ≤ 833.5,minutes_to_payment > 7552.0,local_time_6_to_12 ≤ 1053.0,0.0,265.0,0.0,7.665166993617375e-05,0.6472,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments = 1,15.0,spent_last_14d > 9.995,minutes_to_play ≤ 0.5,local_time_12_to_18 > 83.5,"playing_days__0,0,0,0,0,0,1] > 0.5",,0.0,115.0,0.0,3.326393223645276e-05,0.6472,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,18.0,win_amount_last_7d ≤ 579.36,games_to_date ≤ 1437.0,bet_money_to_date > 13.85,,,0.0,1736.0,0.0,0.0005021407509781042,0.6477,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments = 1,15.0,spent_last_14d > 9.995,minutes_to_play > 0.5,,,,0.0,353.0,0.0,0.00010210580938667673,0.6478,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,18.0,win_amount_last_7d ≤ 579.36,games_to_date ≤ 1437.0,bet_money_to_date ≤ 13.85,games_to_date ≤ 221.5,,0.0,187.0,0.0,5.409004633231883e-05,0.6479,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,41.0,max_bet > 1.25,spent_last_14d > 27.995,,,,0.0,161.0,0.0,4.656950513103386e-05,0.6479,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,19.0,win_amount_last_7d > 514.22,payments_last_14d ≤ 24.5,games_last_7d > 2955.5,minutes_to_payment > 14183.0,,0.0,109.0,0.0,3.1528422728463915e-05,0.648,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,20.0,payments_to_date ≤ 23.5,local_time_12_to_18 ≤ 56.5,,,,0.0,1028.0,0.0,0.0002973506290354212,0.6483,0.0,1.001
maturity_day < 14 & payments = 1,5.0,spent_last_14d ≤ 95.0,minutes_to_pay_since_first_game > 1131.5,money_games_last_14d ≤ 30.5,spent_last_7d ≤ 9.995,max_payment > 2.995,0.0,367.0,0.0,0.00010615533157198402,0.6484,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,20.0,payments_to_date ≤ 23.5,local_time_12_to_18 > 56.5,win_amount_last_7d ≤ 513.36,money_games_last_14d > 835.0,,0.0,698.0,0.0,0.000201897606096035,0.6486,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,22.0,win_amount_last_7d ≤ 580.47,games_last_7d > 689.5,,,,0.0,879.0,0.0,0.000254252142920365,0.6488,0.0,1.001
maturity_day < 14 & payments = 1,4.0,spent_last_7d ≤ 95.0,max_daily_spent ≤ 6.5,"payer__1,1,1,1,1,0,0] > 0.5",win_amount_last_14d ≤ 157.285,bet_money_to_date > 25.75,0.0,1806.0,0.0,0.0005223883619046407,0.6494,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,22.0,win_amount_last_7d ≤ 580.47,games_last_7d ≤ 689.5,games_last_7d > 82.5,daily_games_first_1d ≤ 279.88,minutes_to_play ≤ 4.5,0.0,607.0,0.0,0.0001755757118915376,0.6495,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,22.0,win_amount_last_7d ≤ 580.47,games_last_7d ≤ 689.5,games_last_7d ≤ 82.5,,,0.0,569.0,0.0,0.00016458415167427495,0.6497,0.0,1.001
maturity_day < 14 & payments = 1,4.0,spent_last_7d ≤ 95.0,max_daily_spent > 6.5,bet_money_to_date ≤ 116.95,local_time_after_18 > 271.5,,0.0,353.0,0.0,0.00010210580938667673,0.6498,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,21.0,win_amount_last_14d > 601.47,payments_last_14d ≤ 23.5,local_time_before_6 > 1502.5,,,0.0,121.0,0.0,3.49994417444416e-05,0.6498,0.0,1.001
maturity_day < 14 & payments = 1,4.0,spent_last_7d ≤ 95.0,max_daily_spent > 6.5,bet_money_to_date > 116.95,win_amount_last_7d ≤ 299.935,,0.0,1529.0,0.0,0.00044226567295248926,0.6503,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,21.0,win_amount_last_14d ≤ 601.47,minutes_to_play > 7.5,games_to_date > 716.5,,,0.0,152.0,0.0,4.39662408690506e-05,0.6503,0.0,1.001
maturity_day < 14 & payments = 1,4.0,spent_last_7d ≤ 95.0,max_daily_spent > 6.5,bet_money_to_date > 116.95,win_amount_last_7d > 299.935,"payer__1,0,1,1,1,1,0] ≤ 0.5",0.0,296.0,0.0,8.561846906078275e-05,0.6504,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,21.0,win_amount_last_14d ≤ 601.47,minutes_to_play ≤ 7.5,daily_games_first_1d > 345.41,daily_games_first_7d > 381.815,,0.0,341.0,0.0,9.863479037069904e-05,0.6505,0.0,1.001
maturity_day < 14 & payments = 1,5.0,spent_last_14d ≤ 95.0,minutes_to_pay_since_first_game ≤ 1131.5,local_time_6_to_12 ≤ 60.5,local_time_6_to_12 ≤ 1.5,local_time_after_18 > 66.5,0.0,1456.0,0.0,0.0004211503072719584,0.6509,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,21.0,win_amount_last_14d ≤ 601.47,minutes_to_play ≤ 7.5,daily_games_first_1d ≤ 345.41,,,0.0,1649.0,0.0,0.00047697586311226605,0.6514,0.0,1.001
maturity_day < 14 & payments = 1,5.0,spent_last_14d ≤ 95.0,minutes_to_pay_since_first_game ≤ 1131.5,local_time_6_to_12 ≤ 60.5,local_time_6_to_12 > 1.5,,0.0,2624.0,0.0,0.0007589961581604525,0.6522,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,20.0,payments_to_date ≤ 23.5,local_time_12_to_18 > 56.5,win_amount_last_7d > 513.36,bet_money_to_date > 1509.3,,0.0,126.0,0.0,3.644569966776563e-05,0.6522,0.0,1.001
maturity_day < 14 & payments = 1,5.0,spent_last_14d ≤ 95.0,minutes_to_pay_since_first_game ≤ 1131.5,local_time_6_to_12 > 60.5,local_time_before_6 > 385.5,,0.0,902.0,0.0,0.00026090492936765554,0.6525,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,45.0,bet_money_to_date > 308.0,max_daily_spent > 25.5,,,,0.0,106.0,0.0,3.06606679744695e-05,0.6525,0.0,1.001
maturity_day < 14 & payments = 1,12.0,max_payment ≤ 95.0,spent_last_14d ≤ 9.995,daily_games_first_14d > 325.125,,,0.0,2081.0,0.0,0.0006019325476874626,0.6531,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,41.0,max_bet ≤ 1.25,,,,,0.0,393.0,0.0,0.00011367587277326899,0.6532,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,72.0,,,,,,0.0,148.0,0.0,4.2809234530391374e-05,0.6532,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,99.0,,,,,,0.0,20.0,0.0,5.785031693296131e-06,0.6532,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,67.0,,,,,,0.0,187.0,0.0,5.409004633231883e-05,0.6533,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,66.0,,,,,,0.0,195.0,0.0,5.640405900963728e-05,0.6534,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,76.0,,,,,,0.0,107.0,0.0,3.094991955913431e-05,0.6534,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,75.0,,,,,,0.0,117.0,0.0,3.384243540578237e-05,0.6534,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,74.0,,,,,,0.0,127.0,0.0,3.6734951252430434e-05,0.6535,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,73.0,,,,,,0.0,133.0,0.0,3.8470460760419276e-05,0.6535,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,71.0,,,,,,0.0,158.0,0.0,4.5701750377039444e-05,0.6535,0.0,1.001
maturity_day < 14 & payments = 1,9.0,max_payment ≤ 95.0,spent_last_7d > 9.995,local_time_6_to_12 ≤ 183.0,minutes_to_play ≤ 0.5,bet_money_to_date > 79.4,0.0,131.0,0.0,3.789195759108966e-05,0.6536,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,70.0,,,,,,0.0,172.0,0.0,4.9751272562346735e-05,0.6536,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,69.0,,,,,,0.0,170.0,0.0,4.917276939301712e-05,0.6537,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,68.0,,,,,,0.0,176.0,0.0,5.0908278901005956e-05,0.6537,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,65.0,,,,,,0.0,210.0,0.0,6.074283277960938e-05,0.6538,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,64.0,,,,,,0.0,222.0,0.0,6.421385179558706e-05,0.6539,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,63.0,,,,,,0.0,227.0,0.0,6.56601097189111e-05,0.6539,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,62.0,,,,,,0.0,233.0,0.0,6.739561922689994e-05,0.654,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,100.0,,,,,,0.0,19.0,0.0,5.495780108631325e-06,0.654,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,101.0,,,,,,0.0,17.0,0.0,4.917276939301712e-06,0.654,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,102.0,,,,,,0.0,10.0,0.0,2.8925158466480657e-06,0.654,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,103.0,,,,,,0.0,9.0,0.0,2.603264261983259e-06,0.654,0.0,1.001
maturity_day < 14 & payments = 1,9.0,max_payment ≤ 95.0,spent_last_7d ≤ 9.995,minutes_to_play > 18.5,,,0.0,962.0,0.0,0.00027826002444754393,0.6543,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,42.0,max_bet ≤ 1.25,,,,,0.0,384.0,0.0,0.00011107260851128574,0.6544,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,98.0,,,,,,0.0,23.0,0.0,6.6527864472905515e-06,0.6544,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,97.0,,,,,,0.0,24.0,0.0,6.9420380319553585e-06,0.6544,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,96.0,,,,,,0.0,25.0,0.0,7.231289616620165e-06,0.6544,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,95.0,,,,,,0.0,31.0,0.0,8.966799124609005e-06,0.6544,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,94.0,,,,,,0.0,35.0,0.0,1.0123805463268231e-05,0.6544,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,93.0,,,,,,0.0,42.0,0.0,1.2148566555921877e-05,0.6544,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,92.0,,,,,,0.0,45.0,0.0,1.3016321309916296e-05,0.6545,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,91.0,,,,,,0.0,51.0,0.0,1.4751830817905136e-05,0.6545,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,108.0,,,,,,0.0,2.0,0.0,5.785031693296131e-07,0.6545,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,107.0,,,,,,0.0,2.0,0.0,5.785031693296131e-07,0.6545,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,106.0,,,,,,0.0,3.0,0.0,8.677547539944198e-07,0.6545,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,105.0,,,,,,0.0,3.0,0.0,8.677547539944198e-07,0.6545,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,104.0,,,,,,0.0,4.0,0.0,1.1570063386592263e-06,0.6545,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,61.0,,,,,,0.0,248.0,0.0,7.173439299687204e-05,0.6546,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,60.0,money_games_to_date ≤ 1169.0,,,,,0.0,178.0,0.0,5.148678207033557e-05,0.6546,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,47.0,max_games_daily_games ≤ 868.5,,,,,0.0,312.0,0.0,9.024649441541966e-05,0.6547,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,52.0,minutes_to_play ≤ 0.5,,,,,0.0,267.0,0.0,7.723017310550337e-05,0.6548,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,56.0,daily_games_first_14d ≤ 378.495,,,,,0.0,248.0,0.0,7.173439299687204e-05,0.6548,0.0,1.001
maturity_day < 14 & payments = 1,10.0,max_daily_spent ≤ 95.0,spent_to_date ≤ 9.995,minutes_to_payment > 1.5,local_time_before_6 > 479.5,,0.0,1149.0,0.0,0.0003323500707798628,0.6552,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,55.0,daily_games_first_14d ≤ 379.305,,,,,0.0,271.0,0.0,7.838717944416258e-05,0.6553,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,54.0,daily_games_first_7d ≤ 378.845,,,,,0.0,278.0,0.0,8.041194053681624e-05,0.6553,0.0,1.001
maturity_day < 14 & payments = 1,10.0,max_daily_spent ≤ 95.0,spent_to_date > 9.995,bet_money_to_date > 110.4,daily_games_first_14d ≤ 1178.5,,0.0,1743.0,0.0,0.0005041655120707579,0.6558,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,53.0,minutes_to_play ≤ 0.5,,,,,0.0,270.0,0.0,7.809792785949778e-05,0.6559,0.0,1.001
maturity_day < 14 & payments = 1,11.0,max_daily_spent ≤ 95.0,max_daily_spent ≤ 9.995,minutes_to_payment ≤ 1.5,,,0.0,1840.0,0.0,0.0005322229157832441,0.6564,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,51.0,money_games_last_7d ≤ 671.5,,,,,0.0,290.0,0.0,8.38829595527939e-05,0.6565,0.0,1.001
maturity_day < 14 & payments = 1,9.0,max_payment ≤ 95.0,spent_last_7d > 9.995,local_time_6_to_12 ≤ 183.0,minutes_to_play > 0.5,,0.0,183.0,0.0,5.2933039993659605e-05,0.6566,0.0,1.001
maturity_day < 14 & payments = 1,11.0,max_daily_spent ≤ 95.0,max_daily_spent ≤ 9.995,minutes_to_payment > 1.5,local_time_before_6 > 479.5,,0.0,1206.0,0.0,0.00034883741110575676,0.6569,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,50.0,money_games_last_7d ≤ 671.5,,,,,0.0,312.0,0.0,9.024649441541966e-05,0.657,0.0,1.001
maturity_day < 14 & payments = 1,11.0,max_daily_spent ≤ 95.0,max_daily_spent > 9.995,bet_money_to_date ≤ 110.4,daily_games_first_14d ≤ 175.75,money_games_last_14d > 74.5,0.0,1054.0,0.0,0.00030487117023670615,0.6573,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,49.0,money_games_last_7d ≤ 945.5,,,,,0.0,352.0,0.0,0.00010181655780201191,0.6574,0.0,1.001
maturity_day < 14 & payments = 1,11.0,max_daily_spent ≤ 95.0,max_daily_spent > 9.995,bet_money_to_date > 110.4,daily_games_first_1d ≤ 1226.915,,0.0,1722.0,0.0,0.000498091228792797,0.6579,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,48.0,money_games_last_7d ≤ 938.0,,,,,0.0,376.0,0.0,0.00010875859583396728,0.658,0.0,1.001
maturity_day < 14 & payments = 1,12.0,max_payment ≤ 95.0,spent_last_14d ≤ 9.995,daily_games_first_14d ≤ 325.125,daily_games_first_7d ≤ 322.415,minutes_to_payment ≤ 1.5,0.0,1666.0,0.0,0.0004818931400515678,0.6585,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,77.0,,,,,,0.0,102.0,0.0,2.9503661635810273e-05,0.6585,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,78.0,,,,,,0.0,96.0,0.0,2.7768152127821434e-05,0.6586,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,79.0,,,,,,0.0,91.0,0.0,2.63218942044974e-05,0.6586,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,80.0,,,,,,0.0,92.0,0.0,2.6611145789162206e-05,0.6586,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,59.0,games_to_date ≤ 3226.5,,,,,0.0,191.0,0.0,5.524705267097806e-05,0.6587,0.0,1.001
maturity_day < 14 & payments = 1,9.0,max_payment ≤ 95.0,spent_last_7d > 9.995,local_time_6_to_12 > 183.0,,,0.0,456.0,0.0,0.0001318987226071518,0.6588,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,58.0,money_games_to_date ≤ 1262.0,,,,,0.0,209.0,0.0,6.045358119494457e-05,0.6589,0.0,1.001
maturity_day < 14 & payments = 1,10.0,max_daily_spent ≤ 95.0,spent_to_date ≤ 9.995,minutes_to_payment ≤ 1.5,,,0.0,1855.0,0.0,0.0005365616895532162,0.6594,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,57.0,daily_games_first_7d ≤ 370.7,,,,,0.0,230.0,0.0,6.652786447290551e-05,0.6595,0.0,1.001
maturity_day > 14 & paying_matuirity < 14 & payments > 1,90.0,,,,,,0.0,56.0,0.0,1.6198088741229168e-05,0.6595,0.0,1.001
